set_num,matte,transparent
4489-1,103.0,1.0
4490-1,104.0,5.0
4491-1,103.0,0.0
4492-1,84.0,6.0
4493-1,55.0,0.0
4494-1,80.0,6.0
4495-1,62.0,4.0
4495173-1,694.0,11.0
4496-1,988.0,12.0
4496-2,998.0,2.0
4496-3,788.0,10.0
4497-1,988.0,12.0
4499536-1,0.0,0.0
45000-1,120.0,0.0
4500-1,216.0,3.0
45001-1,104.0,0.0
4500-2,211.0,3.0
45002-1,90.0,2.0
45003-1,84.0,0.0
45007-1,152.0,0.0
450-1,38.0,4.0
4501-1,191.0,8.0
45011-1,16.0,0.0
4501-2,188.0,8.0
45020-1,1000.0,0.0
4502-1,553.0,19.0
4502-2,551.0,19.0
4504-1,988.0,14.0
4504-2,968.0,14.0
4505-1,170.0,6.0
4506-1,351.0,8.0
4507-1,718.0,8.0
4508-1,780.0,9.0
45100-1,1075.0,87.0
45103-1,201.0,0.0
451-1,12.0,0.0
45110-1,180.0,24.0
4511-1,296.0,41.0
45120-1,1962.0,56.0
4512-1,538.0,14.0
4513-1,304.0,53.0
4514-1,167.0,11.0
4515-1,8.0,0.0
4518-1,798.0,7.0
4519-1,1.0,0.0
4520-1,8.0,0.0
452-1,72.0,7.0
4521221-1,3.0,0.0
452-2,16.0,0.0
4524081-1,0.0,0.0
4524-1,0.0,0.0
4524-10,18.0,3.0
4524-11,8.0,0.0
4524-12,8.0,4.0
4524-13,11.0,0.0
4524-14,16.0,0.0
4524-15,11.0,3.0
4524-16,10.0,0.0
4524-17,7.0,4.0
4524-18,10.0,0.0
4524-19,13.0,1.0
4524-2,11.0,0.0
4524-20,9.0,0.0
4524-21,9.0,3.0
4524-22,9.0,4.0
4524-23,11.0,1.0
4524-24,11.0,3.0
4524-25,8.0,0.0
4524-3,1.0,0.0
4524-4,10.0,1.0
4524-5,11.0,0.0
4524-6,13.0,4.0
4524-7,10.0,0.0
4524-8,1.0,0.0
4524-9,18.0,0.0
4525-1,83.0,6.0
4526-1,40.0,0.0
4527-1,58.0,4.0
4528-1,38.0,2.0
4529-1,40.0,5.0
45300-1,264.0,23.0
4530-1,39.0,0.0
45301-1,1.0,0.0
45302-1,1.0,0.0
45303-1,1.0,0.0
45304-1,1.0,0.0
45305-1,1.0,0.0
453-1,2.0,0.0
4531-1,7.0,0.0
453-2,16.0,0.0
4532-1,129.0,9.0
4533-1,58.0,2.0
4534-1,34.0,0.0
4535-1,708.0,46.0
4536-1,167.0,0.0
4537-1,171.0,6.0
4538-1,196.0,4.0
4539-1,111.0,8.0
4540315-1,478.0,2.0
454-1,2.0,0.0
4541-1,121.0,8.0
454-2,18.0,0.0
4543-1,174.0,11.0
4544-1,137.0,5.0
4546-1,73.0,7.0
4547-1,273.0,22.0
4547551-1,6.0,1.0
4548-1,3.0,0.0
4548431-1,692.0,9.0
4549-1,431.0,19.0
45500-1,1.0,0.0
45501-1,1.0,0.0
45502-1,1.0,0.0
45503-1,1.0,0.0
45504-1,1.0,0.0
45505-1,1.0,0.0
45506-1,1.0,0.0
45507-1,1.0,0.0
45508-1,1.0,0.0
45509-1,1.0,0.0
455-1,40.0,5.0
4551-1,307.0,10.0
45514-1,7.0,0.0
45517-1,1.0,0.0
455-2,24.0,0.0
4552-1,269.0,12.0
4553-1,176.0,14.0
4554-1,597.0,10.0
45544-1,549.0,1.0
4555-1,392.0,9.0
45560-1,836.0,23.0
4556-1,219.0,16.0
45570-1,1351.0,17.0
4557-1,199.0,17.0
4558-1,755.0,37.0
4559-1,815.0,36.0
4559288-1,3.0,1.0
4559385-1,3.0,1.0
4559387-1,3.0,1.0
4560-1,596.0,94.0
456-1,48.0,1.0
4561-1,576.0,102.0
456-2,30.0,0.0
4562-1,328.0,39.0
4563-1,460.0,20.0
4564-1,579.0,12.0
4565-1,902.0,13.0
4566-1,7.0,0.0
4567-1,7.0,0.0
4568-1,7.0,0.0
4569-1,8.0,0.0
4570-1,7.0,0.0
457-1,38.0,0.0
4571-1,7.0,0.0
4572-1,7.0,0.0
4573-1,7.0,0.0
4574-1,7.0,0.0
4575-1,7.0,0.0
4576-1,7.0,0.0
4577-1,7.0,0.0
4578-1,7.0,0.0
4579-1,102.0,10.0
45800-1,2090.0,12.0
45801-1,1974.0,18.0
45802-1,2160.0,6.0
458-1,38.0,0.0
4582-1,29.0,2.0
4583-1,39.0,2.0
4584-1,57.0,1.0
4585-1,57.0,5.0
4586-1,164.0,6.0
4586940-1,479.0,2.0
4587-1,194.0,11.0
4588-1,360.0,9.0
4589-1,125.0,11.0
4590-1,28.0,2.0
459-1,40.0,0.0
4591-1,27.0,4.0
4591715-1,7.0,0.0
4591726-1,1.0,0.0
4592-1,26.0,0.0
4593-1,69.0,11.0
4594-1,65.0,3.0
4595-1,69.0,2.0
4595400-1,24.0,2.0
4596-1,73.0,3.0
4597068-1,1.0,0.0
4597-1,48.0,0.0
4599605-1,15.0,0.0
4600-1,24.0,2.0
460-1,31.0,5.0
4601-1,21.0,3.0
460-2,26.0,0.0
4603-1,25.0,5.0
4604-1,15.0,1.0
4605-1,28.0,4.0
4606-1,38.0,2.0
4607-1,55.0,11.0
4608-1,64.0,4.0
4609-1,79.0,16.0
4610-1,72.0,20.0
4611-1,120.0,18.0
4612-1,7.0,0.0
4613-1,13.0,0.0
4613985-1,31.0,1.0
4614-1,14.0,2.0
4615-1,17.0,6.0
4616-1,34.0,1.0
4617-1,28.0,4.0
4618-1,42.0,2.0
4619-1,63.0,2.0
4620-1,150.0,24.0
462-1,75.0,2.0
4621-1,31.0,3.0
462-2,16.0,0.0
4622-1,62.0,5.0
4623-1,30.0,0.0
4624-1,31.0,0.0
4625-1,220.0,10.0
4626-1,229.0,7.0
4627-1,84.0,1.0
4628-1,601.0,8.0
4629-1,147.0,2.0
4630-1,981.0,38.0
463-1,8.0,0.0
4631-1,60.0,1.0
4632-1,3.0,0.0
4635-1,494.0,32.0
4636-1,120.0,15.0
4636204-1,11.0,0.0
4637-1,152.0,7.0
464-1,6.0,0.0
4641-1,34.0,1.0
4642-1,62.0,7.0
4643-1,233.0,23.0
4644-1,268.0,17.0
4645-1,524.0,38.0
4648933-1,6.0,0.0
4648939-1,8.0,0.0
4649858-1,5.0,0.0
4651-1,11.0,1.0
4652-1,25.0,1.0
4653-1,27.0,1.0
4654-1,42.0,1.0
4655-1,89.0,14.0
4657-1,138.0,18.0
4659018-1,0.0,0.0
4659-1,13.0,0.0
4659597-1,4.0,0.0
4659602-1,5.0,12.0
4659607-1,5.0,1.0
4659612-1,1.0,0.0
4659758-1,49.0,1.0
4660865-1,51.0,0.0
4662-1,17.0,0.0
4665-1,69.0,0.0
4666-1,24.0,2.0
4667-1,28.0,2.0
4668-1,63.0,4.0
4669-1,47.0,8.0
4677-1,67.0,0.0
4679-1,2.0,0.0
4679-2,2.0,0.0
4679a-1,926.0,74.0
4679a-2,926.0,74.0
4679b-2,481.0,19.0
4695-1,45.0,14.0
4696-1,317.0,37.0
470-1,234.0,39.0
4701-1,48.0,2.0
4702-1,58.0,6.0
4704-1,176.0,6.0
4705-1,151.0,18.0
4706-1,235.0,5.0
4707-1,297.0,7.0
4708-1,411.0,7.0
4709-1,667.0,38.0
471-1,156.0,0.0
4711-1,23.0,1.0
4712-1,70.0,3.0
4714-1,256.0,9.0
471518-1,14.0,3.0
471602-1,27.0,1.0
4719-1,119.0,4.0
4720-1,197.0,17.0
4721-1,58.0,20.0
4722-1,65.0,6.0
4723-1,64.0,25.0
4726-1,131.0,1.0
4727-1,183.0,3.0
4728-1,271.0,16.0
4729-1,434.0,24.0
4730-1,579.0,22.0
4731-1,70.0,2.0
4733-1,132.0,2.0
4735-1,84.0,10.0
4736-1,72.0,3.0
4737-1,156.0,0.0
4738-1,442.0,14.0
4741-1,0.0,0.0
4742-1,56.0,7.0
4743-1,93.0,11.0
4744-1,135.0,9.0
4745-1,247.0,19.0
4746-1,383.0,46.0
4748-1,378.0,43.0
4750-1,39.0,0.0
4751-1,107.0,3.0
4752-1,148.0,18.0
4753-1,188.0,5.0
4754-1,289.0,10.0
4755-1,223.0,26.0
4756-1,431.0,29.0
4757-1,870.0,46.0
4758-1,350.0,29.0
4759-1,0.0,0.0
4762-1,154.0,25.0
4766-1,552.0,16.0
4767-1,263.0,4.0
4768-1,546.0,14.0
4768-2,537.0,14.0
4770-1,276.0,31.0
4774-1,210.0,16.0
4778-1,109.0,2.0
4780-1,500.0,0.0
4781-1,300.0,0.0
4782-1,200.0,0.0
4782-2,200.0,0.0
4788-1,57.0,13.0
4789-1,151.0,19.0
4790-1,26.0,9.0
4791-1,44.0,2.0
4792-1,87.0,9.0
4793-1,98.0,17.0
4794-1,175.0,17.0
4795-1,455.0,34.0
4796-1,59.0,7.0
4797-1,61.0,5.0
4798-1,20.0,1.0
4799-1,12.0,8.0
4800-1,19.0,4.0
480-1,56.0,6.0
4801-1,15.0,0.0
480-4,14.0,0.0
480-5,14.0,0.0
4805-1,30.0,2.0
480-6,23.0,0.0
4806-1,28.0,0.0
480-7,23.0,0.0
4807-1,22.0,2.0
4810-1,252.0,4.0
4811-1,15.0,0.0
481-3,21.0,0.0
481-4,21.0,0.0
481-5,34.0,0.0
481-6,34.0,0.0
4816-1,52.0,0.0
4817-1,35.0,6.0
4818-1,14.0,3.0
4819-1,50.0,0.0
4820-1,59.0,12.0
482-3,22.0,0.0
482-4,22.0,0.0
4828-1,31.0,14.0
483-1,166.0,21.0
483-4,20.0,0.0
483-5,20.0,0.0
4837-1,70.0,6.0
4838-1,75.0,11.0
4840-1,564.0,23.0
4841-1,643.0,29.0
4842-1,1251.0,73.0
4850-1,174.0,20.0
485-1,57.0,3.0
4851-1,205.0,22.0
485-2,3.0,1.0
4852-1,325.0,37.0
4853-1,79.0,9.0
4854-1,163.0,16.0
4855-1,260.0,46.0
4856-1,475.0,18.0
4857-1,219.0,24.0
4858-1,50.0,7.0
4860-1,125.0,7.0
4865-1,57.0,8.0
4866-1,247.0,34.0
4867-1,469.0,8.0
4868-1,30.0,0.0
4869-1,30.0,0.0
4870-1,30.0,0.0
487-1,158.0,14.0
487-2,44.0,0.0
4875-1,6.0,7.0
4876-1,4.0,18.0
4877-1,30.0,0.0
4878-1,30.0,0.0
4879-1,30.0,0.0
488-1,44.0,0.0
4881-1,218.0,9.0
4882-1,155.0,9.0
4882-2,155.0,8.0
4883-1,244.0,35.0
4884-1,626.0,8.0
4886-1,662.0,8.0
4888-1,584.0,47.0
489-1,14.0,0.0
4891-1,200.0,17.0
4892-1,379.0,5.0
4893-1,361.0,10.0
4894-1,572.0,21.0
4895-1,606.0,16.0
4896-1,908.0,36.0
4897-1,19.0,7.0
4898-1,31.0,7.0
4899-1,31.0,4.0
4900-1,28.0,7.0
490-1,41.0,5.0
490-2,9.0,0.0
4903-1,42.0,0.0
4904-1,35.0,0.0
4905-1,37.0,0.0
4906-1,15.0,1.0
4910-1,33.0,8.0
491-1,66.0,1.0
4911-1,32.0,6.0
491-2,12.0,8.0
4912-1,20.0,4.0
4914-1,23.0,10.0
4915-1,67.0,3.0
4915-1-b1,0.0,0.0
4915-1-b2,0.0,0.0
4916-1,81.0,0.0
4917-1,69.0,10.0
4918-1,74.0,5.0
4919-1,1500.0,0.0
4920-1,36.0,3.0
492-1,58.0,1.0
492-2,8.0,0.0
4924-1,0.0,0.0
4924-10,15.0,6.0
4924-11,16.0,0.0
4924-12,16.0,0.0
4924-13,7.0,0.0
4924-14,12.0,0.0
4924-15,12.0,1.0
4924-16,10.0,0.0
4924-17,18.0,0.0
4924-18,15.0,6.0
4924-19,26.0,1.0
4924-2,15.0,0.0
4924-20,14.0,0.0
4924-21,11.0,9.0
4924-22,13.0,0.0
4924-23,18.0,5.0
4924-24,9.0,7.0
4924-25,7.0,6.0
4924-3,12.0,1.0
4924-4,17.0,0.0
4924-5,22.0,5.0
4924-6,7.0,0.0
4924-7,15.0,7.0
4924-8,17.0,0.0
4924-9,17.0,1.0
4930-1,46.0,6.0
493-1,180.0,13.0
493-2,8.0,0.0
493-3,164.0,13.0
4933-1,12.0,2.0
4936-1,19.0,1.0
4937-1,38.0,2.0
4938-1,23.0,8.0
4939-1,195.0,19.0
4940-1,97.0,15.0
494-1,17.0,0.0
4941-1,3.0,0.0
494-2,17.0,0.0
4942-1,3.0,0.0
4943-1,3.0,0.0
4944-1,3.0,0.0
4945-1,3.0,0.0
4946-1,3.0,0.0
4947-1,26.0,2.0
4948-1,22.0,0.0
4949-1,24.0,0.0
4950-1,84.0,10.0
4953-1,307.0,16.0
4954-1,1167.0,21.0
4955-1,543.0,17.0
4956-1,734.0,16.0
4957-1,1067.0,7.0
4958-1,799.0,2.0
4959-1,83.0,8.0
4962-1,20.0,1.0
4963-1,4.0,1.0
4966-1,86.0,4.0
4970-1,152.0,19.0
497-1,309.0,33.0
4980-1,331.0,22.0
4981-1,334.0,14.0
4982-1,395.0,9.0
4986-1,19.0,0.0
4987-1,40.0,0.0
4990-1,369.0,49.0
4991-1,22.0,7.0
4992-1,17.0,7.0
4993-1,645.0,19.0
4994-1,191.0,7.0
4995-1,264.0,11.0
4996-1,502.0,40.0
4997-1,1235.0,66.0
4998-1,734.0,3.0
4999-1,802.0,21.0
5000021-1,0.0,0.0
5000022-1,4.0,0.0
5000023-1,12.0,0.0
5000027-1,0.0,0.0
5000030-1,28.0,3.0
5000062-1,1.0,2.0
5000063-1,3.0,0.0
5000067-1,0.0,0.0
5000068-1,0.0,0.0
5000-1,1.0,0.0
5000143-1,0.0,0.0
5000196304-1,7.0,0.0
5000202-1,6.0,0.0
5000214-1,4.0,0.0
5000215-1,4.0,0.0
5000245-1,5.0,0.0
5000249-1,0.0,0.0
5000281-1,4.0,0.0
50003-1,237.0,23.0
50004-1,390.0,35.0
5000437-1,21.0,0.0
5000438-1,22.0,0.0
5000439-1,19.0,0.0
5000440-1,25.0,0.0
5000463-1,0.0,0.0
50006-1,185.0,32.0
5000642-1,0.0,0.0
5000644-1,10.0,2.0
5000646-1,0.0,0.0
5000672-1,0.0,0.0
5000728-1,0.0,0.0
5001096-1,0.0,0.0
5001-1,4.0,0.0
50011-1,336.0,2.0
5001121-1,5.0,0.0
5001130-1,0.0,0.0
5001132-1,0.0,0.0
5001133-1,0.0,0.0
5001134-1,0.0,0.0
5001136-1,0.0,0.0
5001137-1,0.0,0.0
5001159-1,0.0,0.0
5001160-1,0.0,0.0
5001252-1,0.0,0.0
5001266-1,0.0,0.0
5001267-1,0.0,0.0
5001270-1,0.0,0.0
5001273-1,0.0,0.0
5001307-1,0.0,0.0
5001308-1,0.0,0.0
5001309-1,0.0,0.0
5001357-1,0.0,0.0
5001370-1,0.0,0.0
5001371-1,0.0,0.0
5001377-1,0.0,0.0
5001380-1,0.0,0.0
5001382-1,0.0,0.0
5001383-1,0.0,0.0
5001384-1,0.0,0.0
5001385-1,0.0,0.0
5001386-1,0.0,0.0
5001387-1,0.0,0.0
5001388-1,0.0,0.0
5001621-1,2.0,0.0
5001622-1,5.0,0.0
5001623-1,5.0,0.0
5001709-1,4.0,0.0
5001925-1,1.0,0.0
5002041-1,48.0,2.0
5002045-1,4.0,0.0
5002-1,2.0,0.0
5002112-1,18.0,0.0
5002113-1,21.0,2.0
5002122-1,3.0,0.0
5002123-1,6.0,1.0
5002125-1,3.0,2.0
5002126-1,4.0,0.0
5002127-1,6.0,0.0
5002136-1,24.0,3.0
5002145-1,11.0,1.0
5002146-1,6.0,0.0
5002201-1,0.0,0.0
5002203-1,4.0,0.0
5002204-1,6.0,0.0
5002207-1,0.0,0.0
5002210-1,0.0,0.0
5002212-1,0.0,0.0
5002422-1,0.0,0.0
5002423-1,0.0,0.0
5002424-1,0.0,0.0
5002467-1,0.0,0.0
5002506-1,0.0,0.0
5002518-1,0.0,0.0
5002773-1,179.0,15.0
5002780-1,0.0,0.0
5002792-1,0.0,0.0
5002793-1,0.0,0.0
5002812-1,16.0,2.0
5002813-1,25.0,0.0
5002887-1,0.0,0.0
5002888-1,0.0,0.0
5002914-1,0.0,0.0
5002915-1,0.0,0.0
5002916-1,0.0,0.0
5002919-1,25.0,0.0
5002928-1,11.0,0.0
5002929-1,28.0,0.0
5002930-1,2.0,4.0
5002931-1,23.0,3.0
5002938-1,6.0,0.0
5002939-1,20.0,3.0
5002941-1,5.0,1.0
5002942-1,10.0,0.0
5002943-1,1.0,0.0
5002946-1,0.0,0.0
5002947-1,4.0,0.0
5003022-1,0.0,0.0
5003023-1,0.0,0.0
5003024-1,0.0,0.0
5003025-1,0.0,0.0
5003026-1,0.0,0.0
5003027-1,0.0,0.0
5003082-1,26.0,2.0
5003083-1,31.0,0.0
5003084-1,13.0,1.0
5003096-1,0.0,0.0
5003-1,2.0,0.0
5003246-1,30.0,0.0
5003545-1,0.0,0.0
5003559-1,0.0,0.0
5003561-1,0.0,0.0
5003562-1,0.0,0.0
5003563-1,0.0,0.0
5003564-1,0.0,0.0
5003565-1,0.0,0.0
5003566-1,0.0,0.0
5003568-1,0.0,0.0
5003569-1,0.0,0.0
5003570-1,0.0,0.0
5003574-1,0.0,0.0
5003575-1,0.0,0.0
5003576-1,0.0,0.0
5003578-1,0.0,0.0
5003579-1,0.0,0.0
5003580-1,0.0,0.0
5003582-1,0.0,0.0
5003583-1,0.0,0.0
5003584-1,0.0,0.0
5003586-1,0.0,0.0
5004064-1,0.0,0.0
5004065-1,0.0,0.0
5004066-1,0.0,0.0
5004067-1,0.0,0.0
5004076-1,18.0,2.0
5004077-1,5.0,0.0
5004-1,2.0,0.0
5004102-1,0.0,0.0
5004103-1,1.0,0.0
5004115-1,0.0,0.0
5004116-1,0.0,0.0
5004117-1,0.0,0.0
5004118-1,0.0,0.0
5004119-1,0.0,0.0
5004120-1,4.0,0.0
5004127-1,0.0,0.0
5004128-1,0.0,0.0
5004129-1,0.0,0.0
5004130-1,0.0,0.0
5004131-1,0.0,0.0
5004195-1,4.0,0.0
5004196-1,0.0,0.0
5004197-1,6.0,0.0
5004237-1,0.0,0.0
5004238-1,6.0,0.0
5004248-1,0.0,0.0
5004249-1,0.0,0.0
5004250-1,0.0,0.0
5004251-1,0.0,0.0
5004252-1,0.0,0.0
5004259-1,0.0,0.0
5004260-1,0.0,0.0
5004261-1,0.0,0.0
5004262-1,0.0,0.0
5004263-1,0.0,0.0
5004264-1,0.0,0.0
5004266-1,0.0,0.0
5004267-1,0.0,0.0
5004268-1,0.0,0.0
5004273-1,0.0,0.0
5004274-1,0.0,0.0
5004279-1,0.0,0.0
5004280-1,0.0,0.0
5004281-1,0.0,0.0
5004282-1,0.0,0.0
5004283-1,0.0,0.0
5004284-1,0.0,0.0
5004363-1,0.0,0.0
5004388-1,6.0,0.0
5004389-1,7.0,1.0
5004404-1,34.0,2.0
5004406-1,4.0,0.0
5004408-1,5.0,0.0
5004409-1,5.0,0.0
5004419-1,45.0,0.0
5004420-1,34.0,0.0
5004468-1,4.0,0.0
5004549-1,0.0,0.0
5004550-1,0.0,0.0
5004551-1,0.0,0.0
5004552-1,0.0,0.0
5004553-1,0.0,0.0
5004554-1,0.0,0.0
5004556-1,0.0,0.0
5004557-1,0.0,0.0
5004558-1,0.0,0.0
5004559-1,0.0,0.0
5004590-1,338.0,0.0
5004600-1,0.0,0.0
5004601-1,0.0,0.0
5004602-1,0.0,0.0
5004603-1,0.0,0.0
5004604-1,0.0,0.0
5004605-1,0.0,0.0
5004606-1,0.0,0.0
5004607-1,0.0,0.0
5004608-1,0.0,0.0
5004609-1,0.0,0.0
5004610-1,0.0,0.0
5004611-1,0.0,0.0
5004612-1,0.0,0.0
5004750-1,0.0,0.0
5004751-1,0.0,0.0
5004752-1,0.0,0.0
5004796-1,0.0,0.0
5004798-1,4.0,0.0
5004799-1,0.0,0.0
5004838-1,2.0,0.0
5004853-1,6.0,0.0
5004854-1,0.0,0.0
5004868-1,0.0,0.0
5004869-1,0.0,0.0
5004870-1,0.0,0.0
5004932,35.0,2.0
5005-1,1.0,0.0
5006-1,2.0,0.0
5007-1,1.0,0.0
5008-1,1.0,0.0
5009-1,1.0,0.0
50-1,382.0,8.0
5010-1,1.0,0.0
5011-1,1.0,0.0
5012-1,10.0,4.0
501-3,9.0,0.0
5013-1,25.0,1.0
5014-1,34.0,0.0
5015-1,18.0,0.0
5016-1,16.0,1.0
5017-1,38.0,0.0
5018-1,18.0,0.0
502-2,8.0,0.0
5030-1,16.0,0.0
503-1,37.0,2.0
5031-1,15.0,0.0
503-2,16.0,0.0
5032-1,1.0,0.0
5033-1,1.0,4.0
5034-1,1.0,4.0
5035-1,1.0,0.0
5036-1,1.0,0.0
5037-1,9.0,0.0
5038-1,1.0,0.0
5039-1,3.0,0.0
5040-1,1.0,0.0
504-1,40.0,1.0
5041-1,1.0,0.0
5042-1,0.0,50.0
5043-1,20.0,6.0
5044-1,3.0,0.0
5045-1,12.0,0.0
5046-1,10.0,0.0
5047-1,30.0,0.0
5048-1,34.0,2.0
5049-1,4.0,4.0
5050-1,26.0,1.0
5051-1,8.0,6.0
5052-1,33.0,6.0
5053-1,24.0,52.0
5054-1,28.0,0.0
5055-1,12.0,0.0
5056-1,32.0,5.0
5057-1,21.0,6.0
5058-1,35.0,0.0
5059-1,32.0,2.0
5060-1,16.0,0.0
5061-1,6.0,0.0
5062-1,4.0,0.0
5063-1,1.0,0.0
5064-1,8.0,0.0
5065-1,11.0,0.0
5066-1,6.0,0.0
5067-1,8.0,0.0
5068-1,5.0,0.0
5069-1,2.0,0.0
5070-1,2.0,0.0
507-1,56.0,4.0
5071-1,2.0,0.0
5072-1,1.0,0.0
5073-1,1.0,6.0
5074-1,2.0,0.0
5075-1,2.0,0.0
5076-1,8.0,0.0
5077-1,6.0,0.0
5078-1,17.0,0.0
5079-1,1.0,0.0
50799-1,1.0,0.0
5080-1,1.0,0.0
508-1,64.0,2.0
5081-1,1.0,0.0
5082-1,1.0,0.0
5083-1,1.0,0.0
5084-1,1.0,0.0
5085-1,1.0,0.0
5086-1,1.0,0.0
509-1,190.0,38.0
5099-1,1.0,0.0
5100-1,1.0,0.0
510-1,100.0,4.0
5101-1,1.0,0.0
510-2,156.0,0.0
5102-1,2.0,0.0
5103-1,1.0,0.0
5104-1,1.0,0.0
5105-1,1.0,0.0
5106-1,2.0,0.0
5107-1,1.0,0.0
5108-1,1.0,0.0
5109-1,6.0,0.0
5110-1,4.0,0.0
5110-2,26.0,0.0
5111-1,1.0,0.0
5112-1,3.0,0.0
5113-1,1.0,0.0
5114-1,1.0,0.0
5115-1,1.0,0.0
5116-1,1.0,0.0
5117-1,7.0,0.0
5118-1,35.0,0.0
5119-1,4.0,0.0
5120-1,2.0,0.0
5121-1,30.0,0.0
5122-1,29.0,0.0
5124-1,28.0,0.0
5125-1,35.0,0.0
5126-1,18.0,0.0
5127-1,28.0,9.0
5128-1,24.0,56.0
5129-1,19.0,3.0
5130-1,8.0,6.0
5131-1,30.0,0.0
5132-1,32.0,0.0
5133-1,43.0,4.0
5134-1,28.0,0.0
5135-1,32.0,2.0
5136-1,8.0,2.0
5137-1,40.0,4.0
5138-1,37.0,2.0
5139-1,28.0,0.0
5140-1,62.0,0.0
5141-1,62.0,0.0
5142-1,62.0,0.0
5143-1,62.0,0.0
5144-1,62.0,0.0
5145-1,62.0,0.0
5146-1,42.0,0.0
5147-1,42.0,0.0
5148-1,40.0,0.0
5149-1,34.0,4.0
5150-1,35.0,0.0
515-1,115.0,2.0
5151-1,59.0,0.0
5152-1,60.0,0.0
5153-1,23.0,0.0
5154-1,26.0,0.0
5155-1,19.0,0.0
5156-1,2.0,15.0
5157-1,32.0,0.0
5158-1,2.0,0.0
5159-1,2.0,0.0
5160-1,19.0,2.0
5161-1,16.0,0.0
5162-1,10.0,0.0
5163-1,8.0,0.0
5164-1,20.0,0.0
5165-1,32.0,0.0
5166-1,18.0,0.0
5167-1,16.0,0.0
5168-1,4.0,0.0
5169-1,7.0,0.0
517-1,121.0,4.0
5171-1,28.0,0.0
5172-1,24.0,6.0
5173-1,19.0,0.0
5174-1,28.0,0.0
5175-1,26.0,0.0
5176-1,2.0,17.0
5177-1,32.0,3.0
5178-1,23.0,0.0
5179-1,26.0,0.0
5180-1,2.0,0.0
518-1,168.0,24.0
518-10,25.0,1.0
518-11,25.0,1.0
5181-1,2.0,0.0
518-12,25.0,1.0
518-13,1.0,25.0
518-14,25.0,1.0
518-15,25.0,1.0
5182-1,19.0,0.0
5183-1,32.0,0.0
5184-1,38.0,0.0
5185-1,8.0,0.0
5186-1,10.0,0.0
5187-1,17.0,9.0
5188-1,6.0,4.0
518-9,25.0,1.0
5189-1,16.0,0.0
5190-1,4.0,3.0
519-1,210.0,30.0
519-10,31.0,1.0
519-11,31.0,1.0
5191-1,4.0,0.0
519-12,31.0,1.0
519-13,1.0,31.0
519-14,31.0,1.0
519-15,31.0,1.0
5192-1,2.0,0.0
5193-1,6.0,0.0
5194-1,3.0,0.0
5195-1,6.0,0.0
5196-1,5.0,0.0
5197-1,24.0,0.0
5198-1,0.0,56.0
519-9,31.0,1.0
5199-1,28.0,4.0
5200-1,8.0,0.0
520-1,40.0,0.0
520-10,41.0,1.0
520-11,41.0,1.0
5201-1,20.0,0.0
520-12,41.0,1.0
520-13,1.0,41.0
520-14,41.0,1.0
520-15,41.0,1.0
520-16,168.0,7.0
520-2,40.0,0.0
5202-1,8.0,0.0
520-3,40.0,0.0
5203-1,4.0,0.0
520-4,40.0,0.0
5204-1,11.0,0.0
520-5,40.0,0.0
5205-1,14.0,0.0
520-6,0.0,40.0
5206-1,32.0,0.0
520-7,40.0,0.0
520-8,40.0,0.0
520-9,41.0,1.0
5210-1,1.0,0.0
521-1,560.0,80.0
521-10,81.0,1.0
521-11,81.0,1.0
521-12,81.0,1.0
521-13,1.0,81.0
521-14,81.0,1.0
521-15,81.0,1.0
5215-1,62.0,0.0
5216-1,57.0,0.0
5217-1,42.0,0.0
5218-1,155.0,0.0
521-9,81.0,1.0
5219-1,28.0,0.0
5220-1,221.0,4.0
522-1,26.0,0.0
5221-1,59.0,0.0
5222-1,142.0,0.0
5223-1,45.0,0.0
5225-1,1.0,0.0
5226-1,18.0,0.0
5227-1,0.0,8.0
5228-1,26.0,0.0
5229-1,23.0,0.0
5231-1,20.0,0.0
5232-1,18.0,0.0
5233-1,160.0,3.0
5233-2,26.0,0.0
5234-1,20.0,0.0
5235-1,10.0,0.0
5235-2,232.0,1.0
5236-1,8.0,0.0
5237-1,8.0,0.0
5238-1,8.0,0.0
5239-1,34.0,0.0
5240-1,12.0,0.0
5241-1,20.0,0.0
5242-1,19.0,0.0
5243-1,70.0,0.0
5244-1,54.0,0.0
5245-1,6.0,0.0
5246-1,4.0,0.0
5247-1,70.0,0.0
5248-1,4.0,0.0
5249-1,20.0,0.0
5250-1,8.0,0.0
525-1,180.0,7.0
5251-1,4.0,0.0
5252-1,2.0,0.0
5253-1,12.0,0.0
5254-1,9.0,0.0
5255-1,30.0,0.0
5256-1,12.0,0.0
5257-1,25.0,0.0
5258-1,10.0,0.0
5259-1,12.0,0.0
5260-1,33.0,0.0
5261-1,14.0,0.0
5262-1,9.0,0.0
5263-1,6.0,0.0
5264-1,24.0,0.0
5265-1,16.0,0.0
5266-1,22.0,0.0
5267-1,16.0,0.0
5268-1,8.0,0.0
5269-1,12.0,0.0
5270-1,4.0,0.0
527-1,191.0,7.0
5271-1,4.0,0.0
5272-1,9.0,0.0
5273-1,4.0,0.0
5274-1,16.0,0.0
5275-1,48.0,0.0
5276-1,23.0,0.0
5277-1,12.0,0.0
5278-1,35.0,0.0
5279-1,16.0,0.0
5280-1,10.0,0.0
5281-1,4.0,0.0
5282-1,4.0,0.0
5283-1,4.0,0.0
5284-1,3.0,0.0
5285-1,2.0,0.0
