name,matte,transparent
Basic Set,156.0,4.0
Hover Sub with motor,126.0,0.0
Helicopter,79.0,0.0
Jeep,262.0,0.0
Blue Player & Goal,41.0,0.0
Red Player & Goal,41.0,0.0
Red & Blue Player,44.0,0.0
NBA Collectors #1,15.0,0.0
Swiss Villa,150.0,0.0
NBA Collectors #2,15.0,0.0
Basic Building Set with Storage Case,329.0,2.0
NBA Collectors #3,17.0,0.0
NBA Collectors #4,15.0,0.0
NBA Collectors #5,15.0,0.0
NBA Collectors #6,15.0,0.0
NBA Collectors #7,15.0,0.0
NBA Collectors #8,15.0,0.0
Soccer Target Practice,24.0,1.0
Grand Soccer Stadium,358.0,24.0
Street Soccer,201.0,0.0
Fire Station,230.0,6.0
Blackmobile with motor,143.0,0.0
Superstar Figure ,9.0,0.0
NHL Championship Challenge,376.0,24.0
Street Hockey,120.0,2.0
Rocket Base,261.0,15.0
Formula Z Car in Storage Case,172.0,0.0
Ant,258.0,0.0
Rapid Return,47.0,0.0
Snowboard Super Pipe,225.0,0.0
Environment Plate,1.0,0.0
Heli-Transport (Rota-Beast),265.0,0.0
Bob's Workshop,14.0,0.0
XXL 2000 Canister,2000.0,0.0
XXL 250 Canister,250.0,0.0
Medium House Set,158.0,0.0
Build Your Own House Tub,1175.0,26.0
Gravel Quarry,208.0,3.0
Elton Elephant,7.0,0.0
Bianca Lamb and Stroller,4.0,0.0
Boris Bulldog and Mailbox,4.0,0.0
Marc Monkey and Wheelbarrow,4.0,0.0
Ricky Racoon and his Scooter,2.0,0.0
Tea Garden Cafe with Baker's Van,213.0,1.0
Garage,79.0,0.0
Wild Animals,32.0,0.0
Percy Pig's Wheelbarrow,4.0,0.0
Windmill,209.0,2.0
Rowboat,14.0,0.0
Beauty Salon,26.0,0.0
Flower Car,31.0,0.0
Aeroplane,9.0,0.0
Roger Raccoon's Sports Car,17.0,0.0
Bonnie Rabbit's Flower Truck,28.0,0.0
Perry Panda & Chester Chimp,5.0,0.0
Barney Bear,17.0,0.0
Sports Airplane,9.0,0.0
Hospital with Figures,228.0,1.0
Orchestra,27.0,0.0
Motor Boat,14.0,0.0
Charlie Crow's Carry-All,18.0,0.0
Bonnie Bunny's Camper,34.0,0.0
Bedroom,22.0,0.0
Gertrude Goat's Painter's Truck,15.0,0.0
Buster Bulldog's Fire Engine,17.0,0.0
Police Car,12.0,0.0
Harbour Scene,503.0,12.0
Car & Camper,26.0,0.0
Fire Engine,18.0,0.0
Police Car,12.0,0.0
Mayor's Car,11.0,0.0
Classroom,26.0,0.0
Kitchen,54.0,0.0
School Room,45.0,0.0
Police Chase,155.0,31.0
Wild West Scene,591.0,0.0
Build-N-Store Chest,337.0,0.0
Country Cottage,50.0,0.0
Police Helicopter,212.0,35.0
Play Ground,17.0,0.0
Fisherman's Cottage,30.0,0.0
Basic Set,180.0,4.0
Bank & Money Transfer,392.0,36.0
Bus,33.0,0.0
Max Mouse's Carousel,22.0,0.0
Police Station,63.0,0.0
Ice Cream with Scooter,39.0,0.0
Petrol Station,30.0,0.0
Bakery,65.0,0.0
Merry-Go-Round,50.0,0.0
Fire & Police Station,32.0,0.0
Service Station,54.0,0.0
Moon Landing,355.0,9.0
Airport,57.0,0.0
Hotel / Restaurant,64.0,0.0
Steamboat,64.0,0.0
Bonnie Bunny's New House,41.0,0.0
General Store,106.0,0.0
Catherine Cat's Fun Park,42.0,0.0
Red Cargo Train,798.0,44.0
The Fabuland House,117.0,0.0
Mill with Shop,82.0,0.0
Camping Caravan,24.0,0.0
Taxi Station,152.0,5.0
Amusement Park,106.0,0.0
Fire Station,153.0,0.0
Amusement Park,91.0,0.0
Coast Guard Station,268.0,5.0
Police Headquarters,286.0,14.0
Fisherman Cornelius Cat,3.0,0.0
Peter Pig the Cook,3.0,0.0
Marjorie Mouse,3.0,0.0
Elmer Elephant,3.0,0.0
Clover Cow,3.0,0.0
Rufus Rabbit,4.0,0.0
"Henry Horse, Carpenter",3.0,0.0
Peter Panda Takes a Bath,3.0,0.0
Tipper Truck,45.0,2.0
Pierre Pig and His Tuba,5.0,0.0
Motorized Truck Set,298.0,16.0
Robby Rabbit and Accordion,5.0,0.0
Seaplane,110.0,5.0
Drummer Gabriel Monkey,8.0,0.0
Bricklayer Oscar Orangutan,7.0,0.0
Flower Stand,23.0,0.0
Office,9.0,0.0
Fisherman,10.0,0.0
Small Cafe,5.0,0.0
Bus Stop,5.0,0.0
Texas Rangers,248.0,0.0
Clive Crocodile on Skateboard,11.0,0.0
Tow Truck,51.0,2.0
"Treasure Tomb, TRU exclusive",158.0,7.0
Lego Minifigure,1850.0,0.0
Lego Dragon,1536.0,2.0
1 x 2 Brick Light Gray,100.0,0.0
1 x 2 Brick Dark Gray,100.0,0.0
1 x 2 Brick Tan,100.0,0.0
2 x 4 Dark Gray Bricks,50.0,0.0
2 x 4 Tan Bricks,50.0,0.0
Offshore Rig with Fuel Tanker,451.0,8.0
Pumpkin Pack,87.0,0.0
Ambulance,62.0,3.0
Castle Expander Pack,24.0,0.0
Gray Windows with Clear Panes,10.0,10.0
Train Windows with Panes Blue,10.0,10.0
Grey Train Doors with Panes,10.0,10.0
Blue Train Doors with Panes,10.0,10.0
Train Accessories,15.0,0.0
Large Spruce Trees,10.0,0.0
Blacksmith Shop,622.0,11.0
Small Locomotive,66.0,0.0
Fire Station,329.0,5.0
Large Locomotive (base unit without color trim elements),91.0,0.0
Fire Engine,71.0,2.0
Tender Basis (without color trim elements),39.0,2.0
Locomotive Blue Bricks,99.0,7.0
Locomotive Green Bricks,99.0,7.0
Locomotive Black Bricks,99.0,7.0
Locomotive Brown Bricks,99.0,7.0
Locomotive Gray Bricks,99.0,7.0
Light Unit for Train,4.0,0.0
Life on Mars Accessories,46.0,2.0
1 x 2 Brown Bricks,100.0,0.0
Castle,776.0,0.0
1 x 6 Brown Bricks,50.0,0.0
Refrigerator Truck and Trailer,125.0,2.0
2 x 2 Brown Bricks,100.0,0.0
2 x 4 Brown Bricks,50.0,0.0
2 x 4 Roof Tile Brown,50.0,0.0
2 x 4 Brown Ridge Roof Tiles Steep Sloped,25.0,0.0
35th Anniversary Bucket,600.0,0.0
35th Anniversary Tub,1200.0,0.0
35th Anniversary Bucket,417.0,2.0
Low-Loader with Excavator,85.0,6.0
35th Anniversary Tub,839.0,5.0
Town House with Garden,252.0,0.0
Shell Service Station,178.0,12.0
Crane with Float Truck,86.0,4.0
Bridge,26.0,0.0
Points,2.0,0.0
Tractor,36.0,0.0
Maximillian Mouse,5.0,0.0
Photographer Patrick Parrot,5.0,0.0
Hugo Hog the Tinker,5.0,0.0
Buzzy Bulldog the Postman,7.0,0.0
"Hannah Hippopotamus, Gardener",15.0,0.0
Paulette Poodle's Living Room,16.0,0.0
Police Motorcycle,7.0,0.0
Bus Station,171.0,9.0
William Walrus,7.0,0.0
Car and Caravan,87.0,6.0
Bedroom,17.0,0.0
Buzzy Bulldog's Mailbox,11.0,0.0
Police Motorcycle,16.0,0.0
Kitchen,26.0,0.0
Small Bakery,31.0,0.0
Fire Chief Barty Bulldog,9.0,0.0
Hanna's Garden,25.0,0.0
Mini-Wheel Model Maker No. 3,62.0,3.0
Ultimate Builders Set,313.0,11.0
Village Set,3.0,0.0
Ultimate Accessories,29.0,16.0
Robotics Invention System Upgrade Kit (1.5),65.0,4.0
"Robotics Invention System, Version 2.0",724.0,7.0
Robotics Invention System Upgrade Kit (2.0),1.0,0.0
Gigamesh G60,239.0,8.0
Snaptrax S45,198.0,5.0
Shadowstrike S70,228.0,8.0
Technojaw T55,254.0,8.0
Lorry and Fork Lift Truck,82.0,4.0
Police Headquarters,351.0,21.0
Heroic Heroes of the Deep,93.0,9.0
Glove World,161.0,11.0
The Flying Dutchman,244.0,6.0
Bikini Bottom Undersea Party,468.0,18.0
Breakdown Truck and Car,82.0,9.0
Krusty Krab,304.0,1.0
Build-A-Bob,444.0,8.0
Adventures in Bikini Bottom,568.0,16.0
Air Temple,394.0,17.0
Fire Nation Ship,715.0,15.0
The Bikini Bottom Express,187.0,29.0
Truck with Excavator,97.0,5.0
Rocket Ride,260.0,28.0
Knight's Tournament,210.0,0.0
The Emergency Room,229.0,10.0
Krusty Krab Adventures,208.0,9.0
Good Neighbors at Bikini Bottom,429.0,8.0
Robo Champ,119.0,10.0
Magikus,98.0,13.0
Monster 4,146.0,2.0
Lava Dragon,130.0,13.0
Race 3000,158.0,15.0
Pirate Code,208.0,72.0
London Bus,110.0,0.0
Minotaurus,197.0,33.0
Lunar Command,243.0,40.0
Ramses Pyramid,194.0,38.0
Creationary,326.0,21.0
Shave a Sheep,120.0,0.0
UFO Attack,87.0,1.0
Magma Monster,94.0,8.0
Pirate Plank,130.0,0.0
Orient Bazaar,188.0,16.0
Puffin,50.0,0.0
Meteor Strike,178.0,12.0
Jeep CJ-5,56.0,2.0
Atlantis Treasure,248.0,42.0
Build-N-Store Chest,450.0,0.0
Sunblock,84.0,5.0
Banana Balance,49.0,0.0
Frog Rush,109.0,2.0
Ramses Return,86.0,14.0
Ninjago,244.0,8.0
Draida Bay,104.0,1.0
Waldurk Forest,220.0,20.0
Caverns of Nathuz,216.0,15.0
Castle Fortaan,316.0,8.0
Helicopter and Ambulance,131.0,11.0
LEGO Champion,216.0,0.0
Hogwarts,326.0,11.0
Kokoriko,118.0,0.0
Mini Taurus,172.0,0.0
City Alarm,218.0,32.0
Star Wars Battle of Hoth,291.0,24.0
Takeshi Walker 1,30.0,3.0
Excavator and Dumper,153.0,6.0
Ha-Ya-To Walker,19.0,3.0
Robo Chopper,26.0,5.0
Ilrion,244.0,10.0
Hikaru Little Flyer,20.0,2.0
Hikaru Little Flyer - Boxed Version,20.0,2.0
Hikaru Little Flyer - Duracell 12 pack AA Battery Promotion,0.0,0.0
Ryo Walker,18.0,2.0
Ryo Walker - Boxed Version,18.0,2.0
Ryo Walker - Duracell 12 pack AA Battery Promotion,0.0,0.0
Three Eights,182.0,0.0
Bracelet,9.0,11.0
Helicopter,24.0,0.0
1913 Cadillac,196.0,3.0
Motor Gearbox,1.0,0.0
1926 Renault,225.0,11.0
Astronaut Key Chain,0.0,0.0
Police Car,22.0,0.0
Darth Vader Key Chain,0.0,0.0
Fire Spinner,15.0,6.0
Luke Skywalker Key Chain,0.0,0.0
Race Car Driver Key Chain,0.0,0.0
Rock Raider Key Chain,0.0,0.0
2 x 4 Brick - Red Key Chain,0.0,0.0
Coast Guard Female Key Chain,0.0,0.0
The Hobbit,397.0,3.0
Formula 1,191.0,5.0
Fire Engine,30.0,0.0
Darth Maul Key Chain,0.0,0.0
King Leo Key Chain,0.0,0.0
Director Key Chain,0.0,0.0
Brickster Key Chain,0.0,0.0
Life on Mars Martian Key Chain,0.0,0.0
Sandy Moondust Mars Rover Mission Astrobot Female,6.0,0.0
Biff Starling Mars Rover Mission Astrobot Male,6.0,0.0
Stephanie's Outdoor Bakery,46.0,3.0
Norton Motorcycle,131.0,2.0
Emma's Splash Pool,42.0,4.0
Tow Truck,29.0,0.0
Andrea’s Stage,79.0,8.0
Olivia's Invention Workshop,81.0,12.0
Mia’s Puppy House,88.0,0.0
Stephanie’s Pet Patrol,74.0,3.0
Emma’s Fashion Design Studio,79.0,2.0
Olivia's Speedboat,55.0,13.0
Andrea's Bunny House,67.0,3.0
Mia's Bedroom,87.0,4.0
Harley-Davidson 1000cc,136.0,6.0
Heartlake Dog Show,205.0,7.0
Stormtrooper Key Chain,0.0,0.0
1909 Rolls-Royce,276.0,7.0
Thatcher Perkins Locomotive,433.0,0.0
Johnny Thunder Key Chain,0.0,0.0
U.S.S. Constellation,977.0,0.0
Captain Roger Key Chain,0.0,0.0
Moulding Machines,740.0,54.0
LOM Moulding 2011,172.0,2.0
Kornmarken Factory 2012,280.0,35.0
Production Kladno Campus 2012,240.0,38.0
Ole Kirk's House,858.0,52.0
LEGO Inside Tour Exclusive 2013 Edition – Villy Thomsen Truck,357.0,9.0
HMV 2013 Production,240.0,45.0
Santa Claus in the Snow,153.0,6.0
LEGO House,231.0,25.0
Nyiregyhaza Factory,287.0,40.0
LEGO Inside Tour (LIT) Exclusive 2012 Edition - Piper Airplane,586.0,32.0
A LEGO Christmas Tale,374.0,20.0
The LEGOLAND Train,539.0,6.0
LOM Building B,195.0,20.0
Billund Airport,249.0,56.0
Santa Claus,44.0,0.0
Christmas Tree,42.0,24.0
Snowman,43.0,3.0
Heart 2010,26.0,0.0
Bunny,82.0,2.0
Snowman Building Set,65.0,2.0
Holiday Building Set,85.0,5.0
Universal Building Set,308.0,9.0
Santa with Sleigh Building Set,75.0,3.0
Thanksgiving Turkey,56.0,0.0
Halloween Pumpkin,19.0,0.0
Halloween Ghost,18.0,0.0
Halloween Bat,26.0,0.0
Heart Book,51.0,0.0
Valentine Letter Set,41.0,0.0
Easter Basket,87.0,3.0
Easter Bunny with Eggs,102.0,2.0
Brickley,63.0,1.0
Halloween Set,74.0,0.0
LEGO HUB Birds,466.0,0.0
Borkum Riffgrund 1,541.0,38.0
50 Years On Track,1089.0,53.0
Riptide Racer,52.0,6.0
Spiders Set,55.0,0.0
Mini Santa Set,76.0,0.0
Holiday Stocking,76.0,0.0
Christmas Tree,79.0,1.0
{Yellow Cab},38.0,8.0
"Statue of Liberty (LEGO Store, Rockefeller Center, New York, NY)",38.0,2.0
Mini Hogwarts Express,68.0,0.0
Heart 2012,52.0,0.0
Small Wheels with Axles (The Building Toy),12.0,0.0
Duck with Ducklings,56.0,0.0
Bunny and Chick,55.0,0.0
Witch,74.0,0.0
Turkey,54.0,0.0
Christmas Train,82.0,0.0
Rocking Horse,49.0,0.0
Monthly Mini Model Build January 2012 - Cobra,39.0,0.0
Monthly Mini Model Build February 2012 - Hockey Player,42.0,1.0
Monthly Mini Model Build March 2012 - Garden and Earthworm,35.0,0.0
Monthly Mini Model Build May 2012 - Tulip,12.0,4.0
Small Wheels with Axles (System),12.0,0.0
Monthly Mini Model Build July 2012 - Olympic Flame,7.0,8.0
Monthly Mini Model Build December 2012 - Moose,27.0,0.0
Monthly Mini Model Build October 2012 - Cat,25.0,0.0
Monthly Mini Model Build April 2012 - Duck,24.0,0.0
Monthly Mini Model Build June 2012 - Lawnmower,25.0,0.0
Monthly Mini Model Build August 2012 - Shark,27.0,0.0
"Monthly Mini Model Build Set - 2013 August, Shark [Europe]",27.0,0.0
Monthly Mini Model Build September 2012 - Owl,41.0,0.0
Birthday Cake,24.0,0.0
Mini Sopwith Camel,66.0,3.0
Tug Boat,62.0,4.0
Valentine’s Day Heart Box,54.0,0.0
Springtime Scene,91.0,2.0
Easter Bunny with Basket,107.0,0.0
Summer Scene,36.0,4.0
Pumpkin,54.0,0.0
Thanksgiving Feast,45.0,4.0
Fall Scene,72.0,0.0
Decorating The Tree,102.0,18.0
Santa's Sleigh,88.0,2.0
Monthly Mini Model Build January 2013 - Igloo,32.0,8.0
Monthly Mini Model Build Set February 2013 - Log Cabin,58.0,1.0
Monthly Mini Model Build March 2013 - Turtle,33.0,0.0
Monthly Mini Model Build Set April 2013 - Lamb and Sheep,32.0,0.0
Monthly Mini Model Build May 2013 - Kingfisher,21.0,0.0
Monthly Mini Model Build June 2013 - Fisherman,38.0,0.0
Monthly Mini Model Build July 2013 - Crab,37.0,0.0
Monthly Mini Model Build August 2013 - Flamingo,31.0,0.0
Monthly Mini Model Build September 2013 - Pirate,44.0,0.0
Monthly Mini Model Build October 2013 - Witch,22.0,0.0
Monthly Mini Model Build November 2013 - Tractor,42.0,2.0
Monthly Mini Model Build December 2013 - Rocking Horse,32.0,0.0
Panda,70.0,0.0
Zombie Car,57.0,9.0
Geoffrey,90.0,0.0
Hot Dog Cart,37.0,2.0
Mini VW T1 Camper Van,63.0,15.0
Friends Pencil Holder,150.0,0.0
LEGOLAND Picture Frame - Florida Edition,121.0,0.0
LEGOLAND Picture Frame - Deutschland Edition,121.0,0.0
LEGOLAND Picture Frame - Billund Edition,121.0,0.0
LEGOLAND Picture Frame - Malaysia Edition,121.0,0.0
LEGOLAND Picture Frame - Windsor Edition,121.0,0.0
Christmas Tree Stand,106.0,15.0
Christmas Tree Truck,113.0,11.0
Hero Factory Weapon Pack,8.0,1.0
LEGO Valentine,127.0,0.0
LEGO Easter Bunny,111.0,0.0
Halloween Bat,161.0,0.0
Turkey,125.0,0.0
Reindeer,150.0,0.0
Snowman,148.0,0.0
Monthly Mini Model Build January 2014 - Snowplough,36.0,8.0
Monthly Mini Model Build February 2014 - Micro Manager,44.0,6.0
Monthly Mini Model Build March 2014 - Spring Tree,62.0,0.0
Monthly Mini Model Build April 2014 - Helicopter,41.0,3.0
Monthly Mini Model Build May 2014 - Dragon,43.0,2.0
Monthly Mini Model Build June 2014 - Jet-Ski,32.0,1.0
Universal Building Set,287.0,6.0
Monthly Mini Model Build July 2014 - Surf Van,46.0,3.0
Police Rescue Boat,70.0,14.0
Monthly Mini Model Build August 2014 - Monkey,46.0,0.0
Monthly Mini Model Build September 2014 - Aircraft,32.0,5.0
Monthly Mini Model Build November 2014 - Rocket,37.0,11.0
Monthly Mini Model October 2014 - Monster,39.0,0.0
Monthly Mini Model Build December 2014 - Gingerbread House,60.0,0.0
Elves' Workshop,112.0,3.0
Ice Skating,103.0,33.0
Balloon Cart,68.0,1.0
MINI Cooper Mini Model,56.0,8.0
Coin Bank,124.0,1.0
Cabin Cruiser,81.0,10.0
Model Catwalk,137.0,13.0
LEGO Friends Buildable Jewelry Box,207.0,0.0
LEGOLAND Entrance with Family,269.0,2.0
Hero Factory Promo,32.0,2.0
Hero Factory Villain Promo,22.0,6.0
Buildable Brick Box 2x2,209.0,0.0
Large Wheels with Axles (The Building Toy),7.0,0.0
Valentine's Day Dinner,123.0,4.0
Wave Cops,86.0,14.0
Painting Easter Eggs,163.0,7.0
Trick or Treat,135.0,10.0
Thanksgiving Feast,158.0,9.0
Winter Fun,114.0,1.0
Santa's Visit,180.0,3.0
Monthly Mini Model Build January 2015 - Alien and Space Dog,55.0,0.0
Monthly Mini Model Build February 2015 - Space Shuttle,35.0,4.0
Monthly Mini Model Build March 2015 - Robot,48.0,2.0
Monthly Mini Model Build April 2015 – UFO,32.0,10.0
Large Wheels with Axles (System),7.0,0.0
Monthly Mini Model Build May 2015 - Koala,65.0,0.0
Create and Imagine,984.0,16.0
Monthly Mini Model Build June 2015 - Parrot,52.0,3.0
Whale July 2015,30.0,1.0
Monthly Mini Model Build August 2015 - Kangaroo,49.0,0.0
Monthly Mini Model Build September 2015 - Scuba Diver,48.0,1.0
Monthly Mini Model Build October 2015 - Angler Fish,28.0,1.0
Monthly Mini Model Build November 2015 - Shark,30.0,3.0
Monthly Mini Model Build December 2015 - Submarine,24.0,6.0
Christmas Train,240.0,16.0
Gingerbread House,261.0,43.0
Flower Cart,83.0,0.0
Creator Exclusive,498.0,2.0
Bricktober Hotel,155.0,48.0
Bricktober Train Station,139.0,41.0
Bricktober Bakery,186.0,48.0
Bricktober Toys R Us Store,139.0,25.0
LEGO Brand Store Opening Set,367.0,45.0
Lufthansa Plane,62.0,3.0
Year Of The Sheep,99.0,0.0
Freighter,75.0,5.0
Birthday Cake,123.0,7.0
Pencil Holder,177.0,7.0
Piggy Coin Bank,148.0,0.0
Organiser,162.0,11.0
Pirates Chess Set,865.0,3.0
Racer,20.0,1.0
What Am I?,498.0,38.0
Minifigure Wedding Favor Set,93.0,4.0
LEGOLAND Train,211.0,5.0
Sea Helicopter,12.0,1.0
Hedgehog Storage,239.0,0.0
Brick Calendar,278.0,0.0
Iconic Chess Set,1450.0,0.0
Personalised Mosaic Portrait,4502.0,0.0
Bricktober Theater,140.0,39.0
Ship,11.0,1.0
Bricktober Pizza Place,133.0,23.0
Bricktober Fire Station,167.0,31.0
Bricktober Town Hall,166.0,33.0
Ferrari F138,46.0,2.0
Aeroplane,16.0,1.0
Ferrari F12 Berlinetta,44.0,3.0
Ferrari 250 GTO,48.0,0.0
Ferrari 512 S,47.0,2.0
Finish Line & Podium,59.0,4.0
Shell Station,78.0,7.0
Shell Tanker,89.0,10.0
Fire Fighting Boat,195.0,11.0
Valentines Cupid Dog,158.0,0.0
Easter Chick,111.0,0.0
Vampire and Bat,159.0,0.0
Pilgrim's Feast,163.0,0.0
Elves' Workshop,258.0,3.0
Santa,165.0,0.0
Year Of The Monkey,169.0,0.0
Monthly Mini Model Build January 2016 - Polar Bear,40.0,0.0
Monthly Mini Model Build February 2016 - Snow Scooter,20.0,6.0
Universal Building Set,391.0,10.0
Monthly Mini Model Build March 2016 - Bunny,49.0,0.0
Police Patrol,175.0,24.0
Monthly Mini Model Build April 2016 - Bee,30.0,4.0
Monthly Mini Model Build May 2016 - Hedgehog,39.0,0.0
Monthly Mini Model Build June 2016 - Sea Plane,20.0,7.0
Monthly Mini Model Build July 2016 - Frog,66.0,0.0
Monthly Mini Model Build August 2016 - Apple,61.0,0.0
Monthly Mini Build September 2016 - School Bus,57.0,13.0
Monthly Mini Build October 2016 - Werewolf,60.0,0.0
Monthly Mini Model Build November 2016 - Fox,40.0,0.0
Monthly Mini Model Build December 2016 - Christmas Present,58.0,0.0
White Turntables,5.0,0.0
London Bus,97.0,25.0
C26 Sea Cutter,173.0,20.0
Fountain,100.0,11.0
24-in-1 Holiday Countdown,255.0,29.0
Christmas Ornament,205.0,25.0
RIO 2016 MASCOTS,196.0,0.0
Birthday Buddy,132.0,1.0
MSC Ship,177.0,12.0
Geoffrey & Friends,139.0,0.0
White Turntables,5.0,0.0
Fun and Adventure,53.0,2.0
Romantic Valentine Picnic,141.0,5.0
Easter Egg Hunt -2017,152.0,2.0
Monthly Mini Model Build January 2017 - Narwhal,48.0,0.0
Monthly Mini Model Build February 2017 - Raccoon,55.0,0.0
Advent Calendar 2003 Creator,0.0,0.0
Advent Calendar 2003 Creator (Day  9) Airplane,12.0,1.0
Advent Calendar 2003 Creator (Day 10) Sailboat,14.0,3.0
Monthly Mini Model Build March 2017 - Platypus,38.0,0.0
Advent Calendar 2003 Creator (Day 11) Snowplow,19.0,3.0
Advent Calendar 2003 Creator (Day 12) Snail,11.0,0.0
Advent Calendar 2003 Creator (Day 13) Robot,16.0,0.0
Advent Calendar 2003 Creator (Day 14) Heart,12.0,0.0
Advent Calendar 2003 Creator (Day 15) Truck,19.0,2.0
Advent Calendar 2003 Creator (Day 16) Reindeer,12.0,2.0
Advent Calendar 2003 Creator (Day 17) Bird,11.0,0.0
Advent Calendar 2003 Creator (Day 18) Present,7.0,3.0
Advent Calendar 2003 Creator (Day  1) Snowman,20.0,0.0
Advent Calendar 2003 Creator (Day 19) Fireplace,16.0,3.0
Advent Calendar 2003 Creator (Day 20) Santa,14.0,0.0
Monthly Mini Model Build April 2017 - Chick,58.0,0.0
Advent Calendar 2003 Creator (Day 21) Robot,18.0,0.0
Advent Calendar 2003 Creator (Day 22) Race Car,18.0,0.0
Advent Calendar 2003 Creator (Day 23) Helicopter,15.0,1.0
Advent Calendar 2003 Creator (Day 24) Tree,13.0,2.0
Advent Calendar 2003 Creator (Day  2) Little Girl,9.0,0.0
Monthly Mini Model Build May 2017 - Racecar,49.0,5.0
Advent Calendar 2003 Creator (Day  3) Penguin,12.0,0.0
Monthly Mini Model Build June 2017 - Dragonfly,36.0,4.0
Advent Calendar 2003 Creator (Day  4) Sheep,15.0,0.0
Advent Calendar 2003 Creator (Day  5) Little Boy,9.0,0.0
Advent Calendar 2003 Creator (Day  6) Stocking,8.0,0.0
Advent Calendar 2003 Creator (Day  7) Spaceship,12.0,1.0
Advent Calendar 2003 Creator (Day  8) Parrot,10.0,0.0
Fire Boat,146.0,4.0
Mini VW Beetle,131.0,16.0
"Create Your Dreams {Canister, blue top}",100.0,0.0
Friends Tic-Tac-Toe,59.0,0.0
"Build and Imagine {canister, red top}",100.0,0.0
World of Bricks {Blue Bucket},458.0,42.0
Build with Bricks Bucket {Red Bucket},458.0,42.0
Cargo Carrier,303.0,20.0
Fire Rescue,338.0,34.0
Train Couplers and Wheels (The Building Toy),12.0,0.0
Passenger Plane,150.0,19.0
Passenger Plane - Austrian Air Version,125.0,19.0
Passenger Plane - KLM Version,125.0,19.0
Passenger Plane - Malaysian Air Version,125.0,19.0
Passenger Plane - Aeroflot Version,151.0,19.0
Passenger Plane - SAS Version,128.0,19.0
Passenger Plane - EL AL Version,125.0,19.0
Passenger Plane - Iberia Version,127.0,19.0
Passenger Plane - JAL Version,125.0,19.0
Passenger Plane - Lauda Air Version,125.0,19.0
Passenger Plane - ANA Air Version,126.0,19.0
Passenger Plane - SWISS Version,150.0,19.0
Passenger Plane - Snowflake Version,125.0,19.0
Train Couplers and Wheels (System),12.0,0.0
Helicopter,8.0,1.0
Airplane,28.0,9.0
Universal Building Set,459.0,12.0
"Jens, McDonald's #2",4.0,0.0
Wheels for Motor (The Building Toy),12.0,0.0
Wheels for the Motor (System),12.0,0.0
Ultimate Wheels (Kohl's Exclusive),478.0,39.0
Mech Lab (Kohl's Exclusive),0.0,0.0
"Nesquik Promotional Set: Quicky the Bunny, Director, Cameraman and Car",23.0,7.0
Quicky the Bunny (Nesquik Promotional),4.0,0.0
Director (Nesquik Promotional),4.0,0.0
Cameraman (Nesquik Promotional),5.0,0.0
Medium Bucket,327.0,2.0
Color Light,9.0,8.0
Spot Light,9.0,1.0
Cameraman 1,5.0,0.0
Director,5.0,0.0
Grip,5.0,0.0
Assistant,5.0,0.0
Actress,5.0,0.0
Cameraman 2,5.0,0.0
Actor 2,4.0,0.0
Actor 3,4.0,0.0
Actor 1,5.0,0.0
Buggy,10.0,7.0
Handy Camera,8.0,0.0
Katinco & Megaphone,4.0,0.0
Stand Camera,8.0,0.0
Bottles,1.0,7.0
Skeleton,7.0,0.0
Tree 1,6.0,0.0
Tree 3,13.0,1.0
Tree 2,13.0,0.0
Pteranodon,17.0,0.0
Plesiosaur,13.0,0.0
T-Rex,18.0,0.0
Mini Rex,4.0,0.0
Motion Madness,249.0,0.0
38 Slimbricks Assorted Sizes (The Building Toy),95.0,19.0
Wild Windup,316.0,12.0
Motor Movers,252.0,9.0
Record and Play,345.0,5.0
Micro Wheels,203.0,18.0
Mini Robots,219.0,10.0
High Flyers,188.0,12.0
Robobots,324.0,8.0
Water Scooter Fun,27.0,3.0
Maximum Wheels,280.0,21.0
Mia's Magic Tricks,100.0,0.0
Emma's Karate Course,90.0,10.0
Olivia's Newborn Foal,88.0,4.0
Rehearsal Stage,198.0,19.0
Heartlake High,510.0,12.0
Downtown Bakery,238.0,47.0
Heartlake Pet Salon,267.0,12.0
Heartlake City Pool,424.0,40.0
Andrea's Bedroom,86.0,16.0
Payloader,25.0,3.0
Olivia’s Beach Buggy,94.0,7.0
Wild Collection,487.0,8.0
Stephanie's Soccer Practice,89.0,3.0
Emma's Sports Car,156.0,18.0
Dolphin Cruiser,592.0,67.0
"Advent Calender 2013, Friends",0.0,0.0
"Advent Calendar 2013, Friends (Day  9) - Basket",22.0,0.0
"Advent Calendar 2013, Friends (Day 10) - Friends Accessories",20.0,0.0
"Advent Calendar 2013, Friends (Day 11) - Basket with Money",4.0,0.0
"Advent Calendar 2013, Friends (Day 12) - Presents",9.0,0.0
"Advent Calendar 2013, Friends (Day 13) - Sled",8.0,0.0
"Advent Calendar 2013, Friends (Day 14) - Fountain",7.0,1.0
"Advent Calendar 2013, Friends (Day 15) - Bench",12.0,0.0
"Advent Calendar 2013, Friends (Day 16) - Skates with Flower in Snow",19.0,0.0
"Advent Calendar 2013, Friends (Day 17) - Cell Phone /Music Player Docking Station",9.0,0.0
"Advent Calendar 2013, Friends (Day 18) - Snowman",8.0,0.0
"Advent Calendar 2013, Friends (Day  1) - Stephanie",4.0,0.0
"Advent Calendar 2013, Friends (Day 19) - Flame",4.0,2.0
